时间,位移,载荷,压缩应变 (位移),压缩应力,循环计数
(s),(mm),(N),(%),(MPa),
1586.088,0.9618,2.21119,9.39256,0.02177,12.5
1586.188,0.95353,2.13359,9.31186,0.021,12.5
1586.288,0.94527,2.06999,9.23116,0.02038,12.5
1586.388,0.93642,1.98348,9.14469,0.01953,12.5
1586.488,0.92839,1.9207,9.0663,0.01891,12.5
1586.588,0.92001,1.85002,8.98444,0.01821,12.5
1586.688,0.91162,1.75308,8.90259,0.01726,12.5
1586.788,0.90336,1.70206,8.82189,0.01676,12.5
1586.888,0.89474,1.61562,8.73773,0.0159,12.5
1586.988,0.88648,1.55599,8.65702,0.01532,12.5
1587.088,0.87857,1.46086,8.57978,0.01438,12.5
1587.188,0.86972,1.35863,8.49331,0.01337,12.5
1587.288,0.86157,1.28318,8.41376,0.01263,12.5
1587.388,0.85342,1.2263,8.33421,0.01207,12.5
1587.488,0.84504,1.11923,8.25236,0.01102,12.5
1587.588,0.83678,1.06248,8.17166,0.01046,12.5
1587.688,0.8284,0.98545,8.0898,0.0097,12.5
1587.788,0.8199,0.92967,8.00679,0.00915,12.5
1587.888,0.81175,0.83746,7.92725,0.00824,12.5
1587.988,0.80313,0.76383,7.84308,0.00752,12.5
1588.088,0.79499,0.70179,7.76354,0.00691,12.5
1588.188,0.78684,0.60246,7.68399,0.00593,12.5
1588.288,0.77846,0.53473,7.60213,0.00526,12.5
1588.388,0.77019,0.48589,7.52143,0.00478,12.5
1588.488,0.76169,0.39032,7.43842,0.00384,12.5
1588.588,0.75331,0.35764,7.35657,0.00352,12.5
1588.688,0.74505,0.27698,7.27587,0.00273,12.5
1588.788,0.73678,0.19722,7.19516,0.00194,12.5
1588.888,0.72852,0.13593,7.11446,0.00134,12.5
1588.988,0.72038,0.06796,7.03491,0.00067,12.5
1589.088,0.71176,0.02309,6.95075,0.00023,12.5
1589.188,0.70338,-0.01768,6.8689,-0.00017,12.5
1589.288,0.69499,-0.12364,6.78704,-0.00122,12.5
1589.388,0.68661,-0.12879,6.70519,-0.00127,12.5
1589.488,0.67823,-0.1865,6.62333,-0.00184,12.5
1589.588,0.66985,-0.29718,6.54148,-0.00293,12.5
1589.688,0.66147,-0.33832,6.45962,-0.00333,12.5
1589.788,0.65332,-0.32787,6.38007,-0.00323,12.5
1589.888,0.64482,-0.40537,6.29707,-0.00399,12.5
1589.988,0.63667,-0.47079,6.21752,-0.00463,12.5
1590.088,0.62817,-0.50791,6.13451,-0.005,12.5
1590.188,0.62003,-0.54795,6.05496,-0.00539,12.5
1590.288,0.61165,-0.59264,5.9731,-0.00583,12.5
1590.388,0.60338,-0.63067,5.8924,-0.00621,12.5
1590.488,0.59512,-0.68319,5.8117,-0.00673,12.5
1590.588,0.58685,-0.72894,5.731,-0.00718,12.5
1590.688,0.57824,-0.72707,5.64684,-0.00716,12.5
1590.788,0.56985,-0.7942,5.56498,-0.00782,12.5
1590.888,0.56159,-0.82041,5.48428,-0.00808,12.5
1590.988,0.55321,-0.8671,5.40243,-0.00854,12.5
1591.088,0.54494,-0.86883,5.32172,-0.00855,12.5
1591.188,0.53644,-0.92213,5.23872,-0.00908,12.5
1591.288,0.52842,-0.92528,5.16032,-0.00911,12.5
1591.388,0.52015,-0.95078,5.07962,-0.00936,12.5
1591.488,0.51153,-0.97893,4.99546,-0.00964,12.5
1591.588,0.50339,-1.00029,4.91591,-0.00985,12.5
1591.688,0.49524,-1.06864,4.83636,-0.01052,12.5
1591.788,0.48663,-1.06802,4.7522,-0.01051,12.5
1591.888,0.4786,-1.08403,4.6738,-0.01067,12.5
1591.988,0.4701,-1.10258,4.59079,-0.01085,12.5
1592.088,0.46195,-1.13961,4.51124,-0.01122,12.5
1592.188,0.45369,-1.12415,4.43054,-0.01107,12.5
1592.288,0.44507,-1.13557,4.34638,-0.01118,12.5
1592.388,0.43657,-1.18416,4.26337,-0.01166,12.5
1592.488,0.42842,-1.16394,4.18382,-0.01146,12.5
1592.588,0.41969,-1.18634,4.09851,-0.01168,12.5
1592.688,0.41178,-1.19771,4.02127,-0.01179,12.5
1592.788,0.40387,-1.21772,3.94402,-0.01199,12.5
1592.888,0.39513,-1.23671,3.85871,-0.01217,12.5
1592.988,0.38687,-1.2252,3.77801,-0.01206,12.5
1593.088,0.37825,-1.23377,3.69385,-0.01215,12.5
1593.188,0.3701,-1.22599,3.6143,-0.01207,12.5
1593.288,0.36196,-1.25138,3.53475,-0.01232,12.5
1593.388,0.35334,-1.26214,3.45059,-0.01243,12.5
1593.488,0.34508,-1.2611,3.36989,-0.01241,12.5
1593.588,0.33599,-1.29957,3.28111,-0.01279,12.5
1593.688,0.32808,-1.29525,3.20387,-0.01275,12.5
1593.788,0.31981,-1.27723,3.12317,-0.01257,12.5
1593.888,0.31143,-1.32399,3.04131,-0.01303,12.5
1593.988,0.30317,-1.31088,2.96061,-0.0129,12.5
1594.088,0.29502,-1.28964,2.88106,-0.0127,12.5
1594.188,0.28664,-1.28903,2.79921,-0.01269,12.5
1594.288,0.27826,-1.31604,2.71735,-0.01296,12.5
1594.388,0.27023,-1.31381,2.63896,-0.01293,12.5
1594.488,0.26173,-1.27684,2.55595,-0.01257,12.5
1594.588,0.25358,-1.27819,2.4764,-0.01258,12.5
1594.688,0.24508,-1.32691,2.39339,-0.01306,12.5
1594.788,0.2367,-1.30524,2.31154,-0.01285,12.5
1594.888,0.22856,-1.29639,2.23199,-0.01276,12.5
1594.988,0.22006,-1.31517,2.14898,-0.01295,12.5
1595.088,0.21167,-1.29568,2.06713,-0.01276,12.5
1595.188,0.20365,-1.30817,1.98873,-0.01288,12.5
1595.288,0.19479,-1.31192,1.90226,-0.01292,12.5
1595.388,0.18641,-1.32147,1.82041,-0.01301,12.5
1595.488,0.17803,-1.34649,1.73855,-0.01326,12.5
1595.588,0.17012,-1.2972,1.66131,-0.01277,12.5
1595.688,0.16162,-1.29055,1.5783,-0.0127,12.5
1595.788,0.15335,-1.28699,1.4976,-0.01267,12.5
1595.888,0.14497,-1.2846,1.41574,-0.01265,12.5
1595.988,0.13671,-1.31637,1.33504,-0.01296,12.5
1596.088,0.12833,-1.31747,1.25319,-0.01297,12.5
1596.188,0.12006,-1.30462,1.17249,-0.01284,12.5
1596.288,0.11168,-1.31454,1.09063,-0.01294,12.5
1596.388,0.1033,-1.29751,1.00878,-0.01277,12.5
1596.488,0.09503,-1.29146,0.92807,-0.01271,12.5
1596.588,0.08665,-1.30405,0.84622,-0.01284,12.5
1596.688,0.07827,-1.31679,0.76436,-0.01296,12.5
1596.788,0.06989,-1.32643,0.68251,-0.01306,12.5
1596.888,0.06139,-1.33579,0.5995,-0.01315,12.5
1596.988,0.05324,-1.30356,0.51995,-0.01283,12.5
1597.088,0.04522,-1.31977,0.44156,-0.01299,12.5
1597.188,0.03672,-1.29112,0.35855,-0.01271,12.5
1597.288,0.02857,-1.31414,0.279,-0.01294,12.5
1597.388,0.01995,-1.30934,0.19484,-0.01289,12.5
1597.488,0.01169,-1.2885,0.11414,-0.01268,12.5
1597.588,0.00366,-1.33779,0.03574,-0.01317,12.5
1597.63,0,-1.30235,0,-0.01282,12.5
1597.632,-0.00012,-1.30405,-0.00115,-0.01284,12.5
1597.636,-0.00047,-1.30805,-0.00461,-0.01288,12.5
1597.736,0,-1.32139,0,-0.01301,13
1597.836,0.01287,-1.34639,0.12566,-0.01325,13
1597.936,0.02444,-1.32434,0.23865,-0.01304,13
1598.036,0.03306,-1.3133,0.32281,-0.01293,13
1598.136,0.04132,-1.31429,0.40351,-0.01294,13
1598.236,0.04994,-1.34523,0.48767,-0.01324,13
1598.336,0.05797,-1.3276,0.56607,-0.01307,13
1598.436,0.06658,-1.34415,0.65023,-0.01323,13
1598.536,0.07497,-1.32456,0.73208,-0.01304,13
1598.636,0.08311,-1.30007,0.81163,-0.0128,13
1598.736,0.09161,-1.32972,0.89464,-0.01309,13
1598.836,0.09988,-1.30772,0.97534,-0.01287,13
1598.936,0.1079,-1.32414,1.05374,-0.01304,13
1599.036,0.11664,-1.35081,1.13905,-0.0133,13
1599.136,0.12467,-1.33984,1.21745,-0.01319,13
1599.236,0.13305,-1.32843,1.2993,-0.01308,13
1599.336,0.14143,-1.3077,1.38116,-0.01287,13
1599.436,0.14969,-1.32096,1.46186,-0.013,13
1599.536,0.15808,-1.30584,1.54371,-0.01286,13
1599.636,0.16634,-1.3384,1.62442,-0.01318,13
1599.736,0.17472,-1.30257,1.70627,-0.01282,13
1599.836,0.18322,-1.30943,1.78928,-0.01289,13
1599.936,0.1916,-1.28915,1.87113,-0.01269,13
1600.036,0.19999,-1.29789,1.95299,-0.01278,13
1600.136,0.20825,-1.26835,2.03369,-0.01249,13
1600.236,0.21628,-1.30716,2.11209,-0.01287,13
1600.336,0.22478,-1.29842,2.1951,-0.01278,13
1600.436,0.23292,-1.2812,2.27464,-0.01261,13
1600.536,0.24119,-1.28625,2.35535,-0.01266,13
1600.636,0.24981,-1.26769,2.43951,-0.01248,13
1600.736,0.25795,-1.26628,2.51906,-0.01247,13
1600.836,0.26622,-1.27927,2.59976,-0.01259,13
1600.936,0.27483,-1.26296,2.68392,-0.01243,13
1601.036,0.28298,-1.24811,2.76347,-0.01229,13
1601.136,0.2916,-1.23239,2.84763,-0.01213,13
1601.236,0.29974,-1.22719,2.92718,-0.01208,13
1601.336,0.30824,-1.20754,3.01019,-0.01189,13
1601.436,0.31686,-1.20506,3.09435,-0.01186,13
1601.536,0.32489,-1.17604,3.17274,-0.01158,13
1601.636,0.33315,-1.17776,3.25345,-0.01159,13
1601.736,0.34177,-1.1817,3.33761,-0.01163,13
1601.836,0.3498,-1.14682,3.416,-0.01129,13
1601.936,0.35806,-1.14326,3.4967,-0.01125,13
1602.036,0.36644,-1.12828,3.57856,-0.01111,13
1602.136,0.37459,-1.10198,3.65811,-0.01085,13
1602.236,0.38333,-1.07788,3.74342,-0.01061,13
1602.336,0.39135,-1.05379,3.82182,-0.01037,13
1602.436,0.39974,-1.01964,3.90367,-0.01004,13
1602.536,0.40835,-1.00747,3.98783,-0.00992,13
1602.636,0.41638,-0.98009,4.06623,-0.00965,13
1602.736,0.42488,-0.95625,4.14924,-0.00941,13
1602.836,0.4335,-0.89764,4.2334,-0.00884,13
1602.936,0.44165,-0.88948,4.31295,-0.00876,13
1603.036,0.45015,-0.85289,4.39596,-0.0084,13
1603.136,0.45817,-0.81808,4.47435,-0.00805,13
1603.236,0.46632,-0.75917,4.5539,-0.00747,13
1603.336,0.47494,-0.70919,4.63806,-0.00698,13
1603.436,0.48297,-0.68735,4.71646,-0.00677,13
1603.536,0.49123,-0.63514,4.79716,-0.00625,13
1603.636,0.49997,-0.59129,4.88247,-0.00582,13
1603.736,0.50811,-0.53093,4.96202,-0.00523,13
1603.836,0.51649,-0.47342,5.04388,-0.00466,13
1603.936,0.52476,-0.41227,5.12458,-0.00406,13
1604.036,0.53302,-0.38963,5.20528,-0.00384,13
1604.136,0.54152,-0.32684,5.28829,-0.00322,13
1604.236,0.55002,-0.25103,5.3713,-0.00247,13
1604.336,0.55828,-0.19281,5.452,-0.0019,13
1604.436,0.56678,-0.11139,5.53501,-0.0011,13
1604.536,0.57505,-0.05178,5.61571,-0.00051,13
1604.636,0.58331,0.00455,5.69641,0.00004,13
1604.736,0.59158,0.06442,5.77711,0.00063,13
1604.836,0.5996,0.13648,5.85551,0.00134,13
1604.936,0.6081,0.2328,5.93852,0.00229,13
1605.036,0.61649,0.3151,6.02037,0.0031,13
1605.136,0.62475,0.37972,6.10107,0.00374,13
1605.236,0.63349,0.48843,6.18639,0.00481,13
1605.336,0.64151,0.54561,6.26478,0.00537,13
1605.436,0.64966,0.66068,6.34433,0.0065,13
1605.536,0.65816,0.72336,6.42734,0.00712,13
1605.636,0.66642,0.82048,6.50804,0.00808,13
1605.736,0.67504,0.91305,6.5922,0.00899,13
1605.836,0.68331,1.01802,6.67291,0.01002,13
1605.936,0.69157,1.1124,6.75361,0.01095,13
1606.036,0.70007,1.22057,6.83662,0.01202,13
1606.136,0.7081,1.32618,6.91501,0.01306,13
1606.236,0.71636,1.40686,6.99571,0.01385,13
1606.336,0.72486,1.51413,7.07872,0.01491,13
1606.436,0.73301,1.60095,7.15827,0.01576,13
1606.536,0.74151,1.74584,7.24128,0.01719,13
1606.636,0.74989,1.82753,7.32313,0.01799,13
1606.736,0.75815,1.93176,7.40384,0.01902,13
1606.836,0.76665,2.06424,7.48684,0.02032,13
1606.936,0.7748,2.15605,7.56639,0.02123,13
1607.036,0.78306,2.25355,7.64709,0.02218,13
1607.136,0.79168,2.38512,7.73126,0.02348,13
1607.236,0.79983,2.50327,7.8108,0.02464,13
1607.336,0.80833,2.57634,7.89381,0.02536,13
1607.436,0.81659,2.71069,7.97451,0.02669,13
1607.536,0.82474,2.80538,8.05406,0.02762,13
1607.636,0.83324,2.91505,8.13707,0.0287,13
1607.736,0.84126,3.01002,8.21547,0.02963,13
1607.836,0.84965,3.07975,8.29732,0.03032,13
1607.936,0.85838,3.22098,8.38264,0.03171,13
1608.036,0.86629,3.28821,8.45988,0.03237,13
1608.136,0.87491,3.40243,8.54404,0.03349,13
1608.236,0.88329,3.48777,8.6259,0.03433,13
1608.336,0.89144,3.59515,8.70544,0.03539,13
1608.436,0.89982,3.69132,8.7873,0.03634,13
1608.536,0.9082,3.82268,8.86915,0.03763,13
1608.636,0.91647,3.89237,8.94986,0.03832,13
1608.736,0.92508,3.98865,9.03402,0.03927,13
1608.836,0.93311,4.08724,9.11241,0.04024,13
1608.936,0.94161,4.16969,9.19542,0.04105,13
1609.036,0.95011,4.27121,9.27843,0.04205,13
1609.136,0.95802,4.38668,9.35567,0.04318,13
1609.236,0.9664,4.48834,9.43753,0.04418,13
1609.336,0.97467,4.56062,9.51823,0.0449,13
1609.436,0.98281,4.64122,9.59778,0.04569,13
1609.536,0.99155,4.73811,9.68309,0.04664,13
1609.636,0.99993,4.83432,9.76495,0.04759,13
1609.736,1.00808,4.92955,9.8445,0.04853,13
1609.836,1.01669,5.01124,9.92866,0.04933,13
1609.936,1.02472,5.10645,10.00705,0.05027,13
1610.036,1.03334,5.19315,10.09121,0.05112,13
1610.136,1.04172,5.28711,10.17307,0.05205,13
1610.236,1.04987,5.34235,10.25262,0.05259,13
1610.336,1.05825,5.42438,10.33447,0.0534,13
1610.436,1.06663,5.52226,10.41633,0.05436,13
1610.536,1.07466,5.63332,10.49472,0.05546,13
1610.636,1.08316,5.67228,10.57773,0.05584,13
1610.736,1.09119,5.76168,10.65613,0.05672,13
1610.836,1.09969,5.84192,10.73914,0.05751,13
1610.936,1.10831,5.9235,10.8233,0.05831,13
1611.036,1.11657,5.98851,10.904,0.05895,13
1611.136,1.12507,6.08703,10.98701,0.05992,13
1611.236,1.13322,6.16169,11.06656,0.06066,13
1611.336,1.1416,6.2485,11.14841,0.06151,13
1611.436,1.1501,6.30728,11.23142,0.06209,13
1611.536,1.15801,6.39387,11.30866,0.06294,13
1611.636,1.16662,6.45838,11.39282,0.06358,13
1611.736,1.17501,6.55504,11.47468,0.06453,13
1611.836,1.18315,6.60387,11.55423,0.06501,13
1611.936,1.19153,6.66132,11.63608,0.06558,13
1612.036,1.19992,6.76261,11.71794,0.06657,13
1612.136,1.20794,6.8264,11.79633,0.0672,13
1612.236,1.21633,6.89271,11.87819,0.06785,13
1612.336,1.22459,6.98765,11.95889,0.06879,13
1612.436,1.23309,7.02989,12.0419,0.0692,13
1612.536,1.24159,7.09817,12.12491,0.06988,13
1612.636,1.24974,7.14753,12.20446,0.07036,13
1612.736,1.25835,7.24017,12.28862,0.07128,13
1612.836,1.26662,7.28956,12.36932,0.07176,13
1612.936,1.27465,7.35137,12.44771,0.07237,13
1613.036,1.28326,7.43258,12.53187,0.07317,13
1613.136,1.29153,7.49226,12.61258,0.07376,13
1613.236,1.29967,7.53606,12.69213,0.07419,13
1613.336,1.30841,7.61808,12.77744,0.075,13
1613.436,1.31644,7.68695,12.85584,0.07567,13
1613.536,1.32482,7.71692,12.93769,0.07597,13
1613.636,1.3332,7.79738,13.01954,0.07676,13
1613.736,1.34135,7.85494,13.09909,0.07733,13
1613.836,1.34997,7.90361,13.18326,0.07781,13
1613.936,1.35799,7.96605,13.26165,0.07842,13
1614.036,1.36637,8.0272,13.34351,0.07902,13
1614.136,1.37523,8.09729,13.42997,0.07971,13
1614.236,1.38326,8.16142,13.50837,0.08034,13
1614.336,1.39164,8.22377,13.59023,0.08096,13
1614.436,1.40002,8.27104,13.67208,0.08142,13
1614.536,1.40793,8.2931,13.74932,0.08164,13
1614.636,1.41655,8.37738,13.83348,0.08247,13
1614.736,1.42481,8.44506,13.91418,0.08314,13
1614.836,1.43296,8.50312,13.99373,0.08371,13
1614.936,1.44169,8.56141,14.07905,0.08428,13
1615.036,1.44972,8.62998,14.15744,0.08496,13
1615.136,1.45787,8.65763,14.23699,0.08523,13
1615.236,1.4666,8.72437,14.32231,0.08589,13
1615.336,1.47499,8.78427,14.40416,0.08648,13
1615.436,1.48325,8.83292,14.48486,0.08695,13
1615.536,1.49163,8.90043,14.56672,0.08762,13
1615.636,1.4999,8.93872,14.64742,0.088,13
1615.736,1.50828,9.02019,14.72928,0.0888,13
1615.836,1.51654,9.0506,14.80998,0.0891,13
1615.936,1.52457,9.07524,14.88837,0.08934,13
1616.036,1.53331,9.14809,14.97369,0.09006,13
1616.136,1.54145,9.19404,15.05324,0.09051,13
1616.236,1.54972,9.23247,15.13394,0.09089,13
1616.336,1.55822,9.31291,15.21695,0.09168,13
1616.436,1.56648,9.32353,15.29765,0.09178,13
1616.536,1.57498,9.39599,15.38066,0.0925,13
1616.636,1.58324,9.43893,15.46136,0.09292,13
1616.736,1.59127,9.47237,15.53975,0.09325,13
1616.836,1.59989,9.51992,15.62392,0.09372,13
1616.936,1.60815,9.56737,15.70462,0.09418,13
1617.036,1.61653,9.6173,15.78647,0.09468,13
1617.136,1.62503,9.66685,15.86948,0.09516,13
1617.236,1.6333,9.75114,15.95018,0.09599,13
1617.336,1.64168,9.78017,16.03204,0.09628,13
1617.436,1.64983,9.82091,16.11159,0.09668,13
1617.536,1.65797,9.88564,16.19113,0.09732,13
1617.636,1.66647,9.90796,16.27414,0.09754,13
1617.736,1.67462,9.96582,16.35369,0.09811,13
1617.836,1.683,9.98691,16.43555,0.09831,13
1617.936,1.69162,10.02708,16.51971,0.09871,13
1618.036,1.69976,10.09165,16.59926,0.09935,13
1618.136,1.70815,10.14527,16.68111,0.09987,13
1618.236,1.71629,10.19338,16.76066,0.10035,13
1618.336,1.72467,10.22809,16.84252,0.10069,13
1618.436,1.73329,10.26153,16.92667,0.10102,13
1618.536,1.74156,10.32501,17.00738,0.10164,13
1618.636,1.75006,10.37092,17.09039,0.1021,13
1618.736,1.75844,10.40123,17.17224,0.10239,13
1618.836,1.76647,10.43699,17.25064,0.10275,13
1618.936,1.77485,10.46854,17.33249,0.10306,13
1619.036,1.78311,10.52966,17.41319,0.10366,13
1619.136,1.79126,10.58107,17.49274,0.10416,13
1619.236,1.79976,10.6124,17.57575,0.10447,13
1619.336,1.80802,10.65211,17.65645,0.10486,13
1619.436,1.8164,10.71166,17.73831,0.10545,13
1619.536,1.82502,10.73664,17.82247,0.1057,13
1619.636,1.83305,10.77989,17.90087,0.10612,13
1619.736,1.84143,10.82548,17.98272,0.10657,13
1619.836,1.84993,10.89466,18.06573,0.10725,13
1619.936,1.85808,10.88379,18.14528,0.10714,13
1620.036,1.86669,10.95083,18.22944,0.1078,13
1620.136,1.87519,11.00737,18.31245,0.10836,13
1620.236,1.8831,11.04542,18.38969,0.10874,13
1620.336,1.89149,11.04475,18.47154,0.10873,13
1620.436,1.89963,11.1179,18.55109,0.10945,13
1620.536,1.90801,11.13052,18.63295,0.10957,13
1620.636,1.91663,11.19509,18.71711,0.11021,13
1620.736,1.92466,11.23261,18.79551,0.11058,13
1620.836,1.93328,11.26043,18.87967,0.11085,13
1620.936,1.94154,11.28991,18.96037,0.11114,13
1621.036,1.94957,11.36093,19.03877,0.11184,13
1621.136,1.95831,11.37266,19.12408,0.11196,13
1621.236,1.96669,11.42172,19.20593,0.11244,13
1621.336,1.97495,11.47159,19.28664,0.11293,13
1621.436,1.98333,11.51651,19.36849,0.11337,13
1621.536,1.9916,11.56141,19.44919,0.11381,13
1621.636,1.99998,11.58319,19.53105,0.11403,13
1621.736,2.00836,11.62,19.6129,0.11439,13
1621.836,2.01639,11.64704,19.6913,0.11466,13
1621.936,2.02477,11.69236,19.77315,0.1151,13
1622.036,2.03303,11.75093,19.85386,0.11568,13
1622.136,2.0413,11.79783,19.93456,0.11614,13
1622.236,2.05003,11.80034,20.01987,0.11617,13
1622.336,2.05818,11.85378,20.09942,0.11669,13
1622.436,2.06644,11.90318,20.18012,0.11718,13
1622.536,2.07506,11.92392,20.26428,0.11738,13
1622.636,2.08321,11.97989,20.34383,0.11793,13
1622.736,2.09147,12.01808,20.42454,0.11831,13
1622.836,2.09974,12.02818,20.50524,0.11841,13
1622.936,2.10812,12.09261,20.58709,0.11904,13
1623.036,2.11662,12.13016,20.6701,0.11941,13
1623.136,2.12488,12.19134,20.7508,0.12002,13
1623.236,2.13326,12.19621,20.83266,0.12006,13
1623.336,2.14153,12.23565,20.91336,0.12045,13
1623.436,2.14956,12.2917,20.99175,0.121,13
1623.536,2.15806,12.29169,21.07476,0.121,13
1623.636,2.16644,12.35405,21.15662,0.12162,13
1623.736,2.1747,12.40043,21.23732,0.12207,13
1623.836,2.18332,12.44523,21.32148,0.12252,13
1623.936,2.19158,12.47483,21.40218,0.12281,13
1624.036,2.19997,12.53739,21.48404,0.12342,13
1624.136,2.20847,12.54806,21.56705,0.12353,13
1624.236,2.21626,12.59096,21.64313,0.12395,13
1624.336,2.22499,12.64181,21.72845,0.12445,13
1624.436,2.23326,12.70073,21.80915,0.12503,13
1624.536,2.2414,12.7095,21.8887,0.12512,13
1624.636,2.2499,12.77303,21.97171,0.12574,13
1624.736,2.25793,12.80226,22.0501,0.12603,13
1624.836,2.26631,12.83962,22.13196,0.1264,13
1624.936,2.27493,12.84316,22.21612,0.12643,13
1625.036,2.28284,12.89589,22.29337,0.12695,13
1625.136,2.29158,12.97454,22.37868,0.12773,13
1625.236,2.30008,13.00468,22.46168,0.12802,13
1625.336,2.30822,13.03459,22.54123,0.12832,13
1625.436,2.31672,13.07399,22.62424,0.12871,13
1625.536,2.32487,13.11929,22.70379,0.12915,13
1625.636,2.33313,13.15381,22.78449,0.12949,13
1625.736,2.34163,13.1753,22.8675,0.1297,13
1625.836,2.34978,13.23257,22.94705,0.13027,13
1625.936,2.35816,13.24241,23.0289,0.13036,13
1626.036,2.36666,13.30285,23.11191,0.13096,13
1626.136,2.37457,13.32186,23.18915,0.13115,13
1626.236,2.38319,13.37147,23.27331,0.13163,13
1626.336,2.39145,13.42339,23.35402,0.13214,13
1626.436,2.3996,13.45477,23.43357,0.13245,13
1626.536,2.40822,13.48631,23.51773,0.13276,13
1626.636,2.4166,13.51857,23.59958,0.13308,13
1626.736,2.42462,13.53216,23.67798,0.13322,13
1626.836,2.43348,13.62326,23.76445,0.13411,13
1626.936,2.44163,13.64829,23.844,0.13436,13
1627.036,2.45001,13.6955,23.92585,0.13482,13
1627.136,2.45827,13.72691,24.00655,0.13513,13
1627.236,2.4663,13.75739,24.08495,0.13543,13
1627.336,2.47492,13.79119,24.16911,0.13577,13
1627.436,2.4833,13.86345,24.25097,0.13648,13
1627.536,2.49133,13.87913,24.32936,0.13663,13
1627.636,2.50006,13.93339,24.41467,0.13717,13
1627.736,2.50821,13.95975,24.49422,0.13743,13
1627.836,2.51635,14.00556,24.57377,0.13788,13
1627.936,2.52474,14.05698,24.65563,0.13838,13
1628.036,2.53288,14.09758,24.73518,0.13878,13
1628.136,2.5415,14.11266,24.81934,0.13893,13
1628.236,2.54988,14.17649,24.90119,0.13956,13
1628.336,2.55838,14.2397,24.9842,0.14018,13
1628.436,2.56688,14.24896,25.06721,0.14027,13
1628.536,2.57491,14.2973,25.1456,0.14075,13
1628.636,2.58329,14.33335,25.22745,0.1411,13
1628.736,2.59156,14.39729,25.30816,0.14173,13
1628.836,2.5997,14.40913,25.38771,0.14185,13
1628.936,2.60808,14.44711,25.46956,0.14222,13
1629.036,2.61647,14.52809,25.55142,0.14302,13
1629.136,2.62473,14.56007,25.63212,0.14333,13
1629.236,2.63323,14.60187,25.71512,0.14375,13
1629.336,2.64137,14.61491,25.79468,0.14387,13
1629.436,2.64964,14.7015,25.87538,0.14473,13
1629.536,2.65814,14.6979,25.95839,0.14469,13
1629.636,2.6664,14.76365,26.03909,0.14534,13
1629.736,2.67502,14.80309,26.12326,0.14573,13
1629.836,2.68328,14.84291,26.20395,0.14612,13
1629.936,2.69155,14.88349,26.28465,0.14652,13
1630.036,2.70017,14.95917,26.36881,0.14726,13
1630.136,2.70808,14.97727,26.44606,0.14744,13
1630.236,2.71622,15.01878,26.52561,0.14785,13
1630.336,2.72496,15.07647,26.61093,0.14842,13
1630.436,2.73299,15.09675,26.68932,0.14862,13
1630.536,2.7416,15.13174,26.77348,0.14896,13
1630.636,2.74987,15.17992,26.85418,0.14944,13
1630.736,2.75813,15.24699,26.93489,0.1501,13
1630.836,2.76663,15.27075,27.01789,0.15033,13
1630.936,2.77466,15.30479,27.09629,0.15067,13
1631.036,2.78292,15.36696,27.17699,0.15128,13
1631.136,2.7919,15.39392,27.26461,0.15154,13
1631.236,2.79992,15.41682,27.343,0.15177,13
1631.336,2.80831,15.50678,27.42486,0.15265,13
1631.436,2.81692,15.544,27.50902,0.15302,13
1631.536,2.82472,15.59758,27.58511,0.15355,13
1631.636,2.83322,15.64926,27.66812,0.15406,13
1631.736,2.84136,15.69413,27.74766,0.1545,13
1631.836,2.84951,15.71814,27.82722,0.15474,13
1631.936,2.85824,15.78114,27.91253,0.15536,13
1632.036,2.86651,15.81504,27.99323,0.15569,13
1632.136,2.87477,15.87366,28.07394,0.15627,13
1632.236,2.88339,15.93048,28.1581,0.15683,13
1632.336,2.89142,15.94995,28.23649,0.15702,13
1632.436,2.89968,16.01044,28.31719,0.15761,13
1632.536,2.90818,16.03904,28.4002,0.15789,13
1632.636,2.91656,16.08414,28.48206,0.15834,13
