时间,位移,载荷,压缩应变 (位移),压缩应力,循环计数
(s),(mm),(N),(%),(MPa),
211.44,2.86167,14.48071,27.94597,0.14255,1.5
211.54,2.8534,14.436,27.86526,0.14211,1.5
211.64,2.84526,14.40684,27.78571,0.14183,1.5
211.74,2.83688,14.33417,27.70386,0.14111,1.5
211.84,2.82826,14.31855,27.6197,0.14096,1.5
211.94,2.81988,14.24161,27.53784,0.1402,1.5
212.04,2.81185,14.18252,27.45945,0.13962,1.5
212.14,2.80299,14.16919,27.37298,0.13949,1.5
212.24,2.79497,14.13643,27.29459,0.13916,1.5
212.34,2.7867,14.06907,27.21388,0.1385,1.5
212.44,2.77832,14.03708,27.13203,0.13819,1.5
212.54,2.77017,14.00341,27.05248,0.13785,1.5
212.64,2.76167,13.96877,26.96947,0.13751,1.5
212.74,2.75317,13.92143,26.88646,0.13705,1.5
212.84,2.74515,13.84146,26.80807,0.13626,1.5
212.94,2.73653,13.80913,26.72391,0.13594,1.5
213.04,2.7285,13.77934,26.64551,0.13565,1.5
213.14,2.72024,13.69948,26.56481,0.13486,1.5
213.24,2.71162,13.69662,26.48065,0.13483,1.5
213.34,2.70347,13.65104,26.4011,0.13439,1.5
213.44,2.69485,13.60276,26.31694,0.13391,1.5
213.54,2.68647,13.5584,26.23508,0.13347,1.5
213.64,2.67821,13.4635,26.15438,0.13254,1.5
213.74,2.66983,13.46699,26.07253,0.13257,1.5
213.84,2.66156,13.42014,25.99182,0.13211,1.5
213.94,2.65342,13.38704,25.91227,0.13179,1.5
214.04,2.64492,13.33296,25.82926,0.13125,1.5
214.14,2.63677,13.29073,25.74972,0.13084,1.5
214.24,2.62851,13.26151,25.66901,0.13055,1.5
214.34,2.61989,13.21765,25.58486,0.13012,1.5
214.44,2.61174,13.1597,25.5053,0.12955,1.5
214.54,2.60348,13.10495,25.4246,0.12901,1.5
214.64,2.59498,13.109,25.34159,0.12905,1.5
214.74,2.58695,13.05869,25.2632,0.12855,1.5
214.84,2.57845,13.00589,25.18019,0.12803,1.5
214.94,2.56995,12.97593,25.09718,0.12774,1.5
215.04,2.56145,12.93232,25.01417,0.12731,1.5
215.14,2.55319,12.86466,24.93348,0.12664,1.5
215.24,2.54492,12.84903,24.85277,0.12649,1.5
215.34,2.53654,12.80715,24.77092,0.12608,1.5
215.44,2.52828,12.78051,24.69021,0.12582,1.5
215.54,2.52013,12.68871,24.61067,0.12491,1.5
215.64,2.51175,12.68979,24.52881,0.12492,1.5
215.74,2.50349,12.65245,24.44811,0.12456,1.5
215.84,2.49499,12.5801,24.3651,0.12384,1.5
215.94,2.4866,12.55762,24.28325,0.12362,1.5
216.04,2.47846,12.52803,24.2037,0.12333,1.5
216.14,2.46996,12.50974,24.12069,0.12315,1.5
216.24,2.46169,12.45214,24.03999,0.12258,1.5
216.34,2.45343,12.43544,23.95928,0.12242,1.5
216.44,2.44481,12.38825,23.87512,0.12195,1.5
216.54,2.43667,12.31186,23.79557,0.1212,1.5
216.64,2.42817,12.27069,23.71257,0.1208,1.5
216.74,2.4199,12.2502,23.63187,0.1206,1.5
216.84,2.41188,12.19607,23.55347,0.12006,1.5
216.94,2.40337,12.1542,23.47046,0.11965,1.5
217.04,2.39511,12.14429,23.38976,0.11955,1.5
217.14,2.38685,12.08627,23.30906,0.11898,1.5
217.24,2.37823,12.03337,23.2249,0.11846,1.5
217.34,2.36997,11.99254,23.14419,0.11806,1.5
217.44,2.36206,11.96175,23.06695,0.11776,1.5
217.54,2.35332,11.94313,22.98163,0.11757,1.5
217.64,2.34506,11.89837,22.90093,0.11713,1.5
217.74,2.33656,11.87977,22.81793,0.11695,1.5
217.84,2.32829,11.84424,22.73722,0.1166,1.5
217.94,2.32003,11.79795,22.65652,0.11614,1.5
218.04,2.31141,11.75011,22.57236,0.11567,1.5
218.14,2.30315,11.69829,22.49166,0.11516,1.5
218.24,2.29535,11.67646,22.41557,0.11495,1.5
218.34,2.28662,11.6416,22.33025,0.1146,1.5
218.44,2.27847,11.59908,22.25071,0.11419,1.5
218.54,2.27009,11.55185,22.16885,0.11372,1.5
218.64,2.26159,11.50477,22.08585,0.11326,1.5
218.74,2.25333,11.48188,22.00514,0.11303,1.5
218.84,2.24506,11.46079,21.92444,0.11282,1.5
218.94,2.23668,11.39326,21.84258,0.11216,1.5
219.04,2.22853,11.35655,21.76303,0.1118,1.5
219.14,2.2198,11.31852,21.67772,0.11142,1.5
219.24,2.21165,11.28572,21.59817,0.1111,1.5
219.34,2.20327,11.24233,21.51632,0.11067,1.5
219.44,2.19477,11.2021,21.43331,0.11028,1.5
219.54,2.18662,11.1862,21.35376,0.11012,1.5
219.64,2.17824,11.15361,21.2719,0.1098,1.5
219.74,2.16998,11.08626,21.19121,0.10914,1.5
219.84,2.16183,11.07509,21.11166,0.10903,1.5
219.94,2.15345,11.01407,21.0298,0.10843,1.5
220.04,2.14495,10.97831,20.94679,0.10807,1.5
220.14,2.13692,10.91186,20.8684,0.10742,1.5
220.24,2.12842,10.89264,20.78539,0.10723,1.5
220.34,2.12016,10.86662,20.70469,0.10698,1.5
220.44,2.11166,10.82595,20.62168,0.10657,1.5
220.54,2.10316,10.80303,20.53867,0.10635,1.5
220.64,2.0949,10.77385,20.45797,0.10606,1.5
220.74,2.08651,10.71176,20.37611,0.10545,1.5
220.84,2.07825,10.68771,20.29541,0.10521,1.5
220.94,2.06999,10.64711,20.21471,0.10481,1.5
221.04,2.0616,10.63435,20.13285,0.10469,1.5
221.14,2.05334,10.55729,20.05215,0.10393,1.5
221.24,2.04496,10.53272,19.9703,0.10369,1.5
221.34,2.03681,10.51326,19.89074,0.1035,1.5
221.44,2.02843,10.46875,19.80889,0.10306,1.5
221.54,2.02017,10.41204,19.72819,0.1025,1.5
221.64,2.0119,10.37524,19.64749,0.10214,1.5
221.74,2.00352,10.33583,19.56563,0.10175,1.5
221.84,1.9949,10.33271,19.48147,0.10172,1.5
221.94,1.98664,10.28695,19.40077,0.10127,1.5
222.04,1.97814,10.25197,19.31776,0.10092,1.5
222.14,1.96976,10.16343,19.23591,0.10005,1.5
222.24,1.96161,10.16092,19.15636,0.10003,1.5
222.34,1.95323,10.12016,19.07451,0.09963,1.5
222.44,1.94497,10.08596,18.9938,0.09929,1.5
222.54,1.9367,10.0707,18.9131,0.09914,1.5
222.64,1.92832,10.00382,18.83125,0.09848,1.5
222.74,1.92017,9.93853,18.7517,0.09784,1.5
222.84,1.91179,9.89649,18.66984,0.09742,1.5
222.94,1.90317,9.89848,18.58568,0.09744,1.5
223.04,1.89526,9.84976,18.50844,0.09696,1.5
223.14,1.88665,9.83035,18.42428,0.09677,1.5
223.24,1.87826,9.74359,18.34242,0.09592,1.5
223.34,1.87,9.73367,18.26172,0.09582,1.5
223.44,1.86138,9.67031,18.17756,0.0952,1.5
223.54,1.85324,9.6292,18.09801,0.09479,1.5
223.64,1.84509,9.59174,18.01846,0.09442,1.5
223.74,1.83635,9.55068,17.93315,0.09402,1.5
223.84,1.82833,9.51539,17.85475,0.09367,1.5
223.94,1.82006,9.46878,17.77405,0.09321,1.5
224.04,1.81156,9.43473,17.69104,0.09288,1.5
224.14,1.80342,9.40707,17.61149,0.09261,1.5
224.24,1.79492,9.38363,17.52848,0.09238,1.5
224.34,1.78653,9.33638,17.44663,0.09191,1.5
224.44,1.77863,9.25554,17.36939,0.09112,1.5
224.54,1.76989,9.23835,17.28407,0.09095,1.5
224.64,1.76163,9.21073,17.20337,0.09067,1.5
224.74,1.75336,9.16209,17.12267,0.0902,1.5
224.84,1.74474,9.10024,17.03851,0.08959,1.5
224.94,1.73672,9.08663,16.96011,0.08945,1.5
225.04,1.72833,9.06605,16.87826,0.08925,1.5
225.14,1.71983,8.97894,16.79525,0.08839,1.5
225.24,1.71181,9.00156,16.71685,0.08861,1.5
225.34,1.70331,8.89795,16.63384,0.08759,1.5
225.44,1.69492,8.87608,16.55199,0.08738,1.5
225.54,1.6869,8.85101,16.47359,0.08713,1.5
225.64,1.6784,8.78154,16.39058,0.08645,1.5
225.74,1.67013,8.75613,16.30988,0.0862,1.5
225.84,1.66175,8.70495,16.22803,0.08569,1.5
225.94,1.65337,8.6535,16.14617,0.08519,1.5
226.04,1.64522,8.62212,16.06662,0.08488,1.5
226.14,1.63672,8.56568,15.98361,0.08432,1.5
226.24,1.6281,8.52685,15.89945,0.08394,1.5
226.34,1.61996,8.516,15.81991,0.08383,1.5
226.44,1.61134,8.44107,15.73575,0.0831,1.5
226.54,1.60331,8.4023,15.65735,0.08272,1.5
226.64,1.59528,8.36564,15.57895,0.08235,1.5
226.74,1.58678,8.31688,15.49594,0.08187,1.5
226.84,1.5784,8.29196,15.41409,0.08163,1.5
226.94,1.57002,8.24214,15.33224,0.08114,1.5
227.04,1.56176,8.19573,15.25153,0.08068,1.5
227.14,1.55338,8.11839,15.16968,0.07992,1.5
227.24,1.54476,8.07471,15.08552,0.07949,1.5
227.34,1.53661,8.0543,15.00597,0.07929,1.5
227.44,1.52835,7.99439,14.92527,0.0787,1.5
227.54,1.51985,7.94196,14.84226,0.07818,1.5
227.64,1.51158,7.90991,14.76156,0.07787,1.5
227.74,1.50308,7.85618,14.67855,0.07734,1.5
227.84,1.49494,7.82618,14.599,0.07704,1.5
227.94,1.48667,7.77561,14.5183,0.07655,1.5
228.04,1.47817,7.71534,14.43529,0.07595,1.5
228.14,1.47003,7.69213,14.35574,0.07572,1.5
228.24,1.46188,7.64779,14.27619,0.07529,1.5
228.34,1.45326,7.59491,14.19203,0.07477,1.5
228.44,1.44524,7.54377,14.11363,0.07426,1.5
228.54,1.4365,7.48425,14.02832,0.07368,1.5
228.64,1.42824,7.45154,13.94762,0.07336,1.5
228.74,1.42021,7.40464,13.86922,0.07289,1.5
228.84,1.41171,7.34963,13.78621,0.07235,1.5
228.94,1.40333,7.30927,13.70436,0.07196,1.5
229.04,1.39506,7.24587,13.62366,0.07133,1.5
229.14,1.38633,7.20863,13.53834,0.07096,1.5
229.24,1.3783,7.17315,13.45995,0.07062,1.5
229.34,1.36992,7.09873,13.37809,0.06988,1.5
229.44,1.36153,7.02625,13.29624,0.06917,1.5
229.54,1.35351,6.99521,13.21784,0.06886,1.5
229.64,1.34489,6.94329,13.13368,0.06835,1.5
229.74,1.33651,6.88448,13.05183,0.06777,1.5
229.84,1.3286,6.85974,12.97458,0.06753,1.5
229.94,1.31986,6.80643,12.88927,0.06701,1.5
230.04,1.31172,6.73865,12.80972,0.06634,1.5
230.14,1.30357,6.6736,12.73017,0.0657,1.5
230.24,1.29507,6.63249,12.64716,0.06529,1.5
230.34,1.28681,6.55246,12.56646,0.0645,1.5
230.44,1.27831,6.50695,12.48345,0.06406,1.5
230.54,1.26981,6.4622,12.40045,0.06362,1.5
230.64,1.26166,6.43648,12.3209,0.06336,1.5
230.74,1.25316,6.34516,12.23789,0.06246,1.5
230.84,1.24478,6.27035,12.15603,0.06173,1.5
230.94,1.23687,6.26554,12.07879,0.06168,1.5
231.04,1.22837,6.15608,11.99578,0.0606,1.5
231.14,1.2201,6.09365,11.91508,0.05999,1.5
231.24,1.21172,6.0486,11.83323,0.05954,1.5
231.34,1.20334,5.99003,11.75137,0.05897,1.5
231.44,1.19519,5.91842,11.67182,0.05826,1.5
231.54,1.18681,5.90693,11.58997,0.05815,1.5
231.64,1.17831,5.83277,11.50696,0.05742,1.5
231.74,1.17017,5.75397,11.42741,0.05664,1.5
231.84,1.16167,5.70049,11.3444,0.05612,1.5
231.94,1.15328,5.65359,11.26255,0.05566,1.5
232.04,1.14478,5.60969,11.17954,0.05522,1.5
232.14,1.13664,5.51994,11.09999,0.05434,1.5
232.24,1.12838,5.46865,11.01929,0.05384,1.5
232.34,1.11999,5.39668,10.93743,0.05313,1.5
232.44,1.11149,5.33529,10.85442,0.05252,1.5
232.54,1.10347,5.25734,10.77603,0.05176,1.5
232.64,1.09508,5.19371,10.69417,0.05113,1.5
232.74,1.08682,5.11396,10.61347,0.05034,1.5
232.84,1.07856,5.04253,10.53277,0.04964,1.5
232.94,1.07029,4.9818,10.45207,0.04904,1.5
233.04,1.06179,4.91384,10.36906,0.04837,1.5
233.14,1.05329,4.85887,10.28605,0.04783,1.5
233.24,1.04503,4.78643,10.20535,0.04712,1.5
233.34,1.03676,4.69822,10.12465,0.04625,1.5
233.44,1.02826,4.659,10.04164,0.04586,1.5
233.54,1.01988,4.55212,9.95978,0.04481,1.5
233.64,1.01162,4.51519,9.87908,0.04445,1.5
233.74,1.00324,4.41077,9.79723,0.04342,1.5
233.84,0.99497,4.35954,9.71653,0.04292,1.5
233.94,0.98659,4.27968,9.63467,0.04213,1.5
234.04,0.97833,4.21862,9.55397,0.04153,1.5
234.14,0.97018,4.1355,9.47442,0.04071,1.5
234.24,0.96156,4.02814,9.39026,0.03965,1.5
234.34,0.9533,4.01892,9.30956,0.03956,1.5
234.44,0.94527,3.91923,9.23116,0.03858,1.5
234.54,0.93653,3.85569,9.14585,0.03796,1.5
234.64,0.92827,3.75087,9.06515,0.03692,1.5
234.74,0.91989,3.69009,8.98329,0.03633,1.5
234.84,0.91151,3.5932,8.90144,0.03537,1.5
234.94,0.90336,3.52397,8.82189,0.03469,1.5
235.04,0.89474,3.47843,8.73773,0.03424,1.5
235.14,0.88648,3.35707,8.65702,0.03305,1.5
235.24,0.87857,3.3164,8.57978,0.03265,1.5
235.34,0.86983,3.23101,8.49447,0.03181,1.5
235.44,0.86169,3.13978,8.41492,0.03091,1.5
235.54,0.85354,3.07306,8.33537,0.03025,1.5
235.64,0.84504,2.99169,8.25236,0.02945,1.5
235.74,0.8369,2.9201,8.17281,0.02875,1.5
235.84,0.8284,2.80457,8.0898,0.02761,1.5
235.94,0.81978,2.7246,8.00564,0.02682,1.5
236.04,0.81187,2.6692,7.9284,0.02628,1.5
236.14,0.80301,2.60238,7.84193,0.02562,1.5
236.24,0.79499,2.49606,7.76354,0.02457,1.5
236.34,0.78672,2.42555,7.68283,0.02388,1.5
236.44,0.77822,2.30216,7.59983,0.02266,1.5
236.54,0.76996,2.2428,7.51913,0.02208,1.5
236.64,0.76158,2.1398,7.43727,0.02106,1.5
236.74,0.75319,2.06067,7.35541,0.02029,1.5
236.84,0.74493,1.979,7.27471,0.01948,1.5
236.94,0.73678,1.88439,7.19516,0.01855,1.5
237.04,0.72828,1.81444,7.11216,0.01786,1.5
237.14,0.72026,1.73202,7.03376,0.01705,1.5
237.24,0.71188,1.6422,6.9519,0.01617,1.5
237.34,0.70349,1.5534,6.87005,0.01529,1.5
237.44,0.69499,1.47808,6.78704,0.01455,1.5
237.54,0.68649,1.38998,6.70403,0.01368,1.5
237.64,0.67823,1.29642,6.62333,0.01276,1.5
237.74,0.66997,1.2146,6.54263,0.01196,1.5
237.84,0.66158,1.15082,6.46077,0.01133,1.5
237.94,0.65344,1.06391,6.38123,0.01047,1.5
238.04,0.64506,1.00081,6.29937,0.00985,1.5
238.14,0.63667,0.88144,6.21752,0.00868,1.5
238.24,0.62829,0.82557,6.13566,0.00813,1.5
238.34,0.62003,0.72453,6.05496,0.00713,1.5
238.44,0.61188,0.68143,5.97541,0.00671,1.5
238.54,0.6035,0.57711,5.89355,0.00568,1.5
238.64,0.59524,0.51485,5.81285,0.00507,1.5
238.74,0.58674,0.44845,5.72985,0.00441,1.5
238.84,0.57812,0.34106,5.64568,0.00336,1.5
238.94,0.56985,0.2873,5.56498,0.00283,1.5
239.04,0.56147,0.22403,5.48313,0.00221,1.5
239.14,0.55321,0.16376,5.40243,0.00161,1.5
239.24,0.54506,0.13087,5.32288,0.00129,1.5
239.34,0.53656,0.09289,5.23987,0.00091,1.5
239.44,0.5283,-0.01234,5.15917,-0.00012,1.5
239.54,0.51992,-0.05102,5.07731,-0.0005,1.5
239.64,0.51153,-0.12546,4.99546,-0.00124,1.5
239.74,0.50327,-0.18045,4.91475,-0.00178,1.5
239.84,0.49501,-0.21089,4.83405,-0.00208,1.5
239.94,0.48663,-0.26198,4.7522,-0.00258,1.5
240.04,0.4786,-0.31518,4.6738,-0.0031,1.5
240.14,0.46998,-0.34633,4.58964,-0.00341,1.5
240.24,0.4616,-0.43587,4.50779,-0.00429,1.5
240.34,0.45333,-0.46124,4.42708,-0.00454,1.5
240.44,0.44472,-0.51279,4.34292,-0.00505,1.5
240.54,0.43645,-0.55888,4.26222,-0.0055,1.5
240.64,0.42842,-0.56191,4.18382,-0.00553,1.5
240.74,0.41969,-0.64432,4.09851,-0.00634,1.5
240.84,0.41178,-0.62712,4.02127,-0.00617,1.5
240.94,0.40351,-0.70992,3.94057,-0.00699,1.5
241.04,0.39501,-0.73098,3.85756,-0.0072,1.5
241.14,0.38687,-0.77682,3.77801,-0.00765,1.5
241.24,0.37825,-0.78608,3.69385,-0.00774,1.5
241.34,0.36987,-0.83548,3.61199,-0.00822,1.5
241.44,0.36196,-0.84125,3.53475,-0.00828,1.5
241.54,0.35346,-0.89977,3.45174,-0.00886,1.5
241.64,0.34508,-0.91484,3.36989,-0.00901,1.5
241.74,0.33669,-0.94897,3.28803,-0.00934,1.5
241.84,0.32819,-0.98068,3.20502,-0.00965,1.5
241.94,0.32005,-0.97524,3.12548,-0.0096,1.5
242.04,0.31155,-0.9931,3.04247,-0.00978,1.5
242.14,0.30305,-1.03292,2.95946,-0.01017,1.5
242.24,0.29514,-1.02777,2.88222,-0.01012,1.5
242.34,0.28664,-1.07516,2.79921,-0.01058,1.5
242.44,0.27837,-1.08099,2.71851,-0.01064,1.5
242.54,0.27023,-1.09275,2.63896,-0.01076,1.5
242.64,0.26173,-1.09595,2.55595,-0.01079,1.5
242.74,0.25347,-1.10604,2.47525,-0.01089,1.5
242.84,0.24508,-1.13343,2.39339,-0.01116,1.5
242.94,0.23682,-1.12287,2.31269,-0.01105,1.5
243.04,0.22867,-1.18145,2.23314,-0.01163,1.5
243.14,0.22006,-1.16095,2.14898,-0.01143,1.5
243.24,0.21167,-1.19792,2.06713,-0.01179,1.5
243.34,0.20353,-1.19501,1.98758,-0.01176,1.5
243.44,0.19479,-1.17661,1.90226,-0.01158,1.5
243.54,0.18641,-1.22691,1.82041,-0.01208,1.5
243.64,0.17826,-1.18817,1.74086,-0.0117,1.5
243.74,0.17,-1.21106,1.66016,-0.01192,1.5
243.84,0.16162,-1.20306,1.5783,-0.01184,1.5
243.94,0.15335,-1.22593,1.4976,-0.01207,1.5
244.04,0.14497,-1.25302,1.41574,-0.01234,1.5
244.14,0.13683,-1.24391,1.3362,-0.01225,1.5
244.24,0.12821,-1.2556,1.25203,-0.01236,1.5
244.34,0.12006,-1.23587,1.17249,-0.01217,1.5
244.44,0.11168,-1.249,1.09063,-0.0123,1.5
244.54,0.10342,-1.25058,1.00993,-0.01231,1.5
244.64,0.09492,-1.25755,0.92692,-0.01238,1.5
244.74,0.08642,-1.28057,0.84391,-0.01261,1.5
244.84,0.07815,-1.28031,0.76321,-0.0126,1.5
244.94,0.06989,-1.27163,0.68251,-0.01252,1.5
245.04,0.06139,-1.29375,0.5995,-0.01274,1.5
245.14,0.05324,-1.30555,0.51995,-0.01285,1.5
245.24,0.0451,-1.28916,0.4404,-0.01269,1.5
245.34,0.03672,-1.27967,0.35855,-0.0126,1.5
245.44,0.02857,-1.29529,0.279,-0.01275,1.5
245.54,0.01995,-1.27449,0.19484,-0.01255,1.5
245.64,0.01169,-1.2564,0.11414,-0.01237,1.5
245.74,0.00366,-1.30489,0.03574,-0.01285,1.5
245.782,0,-1.29272,0,-0.01273,1.5
245.784,-0.00012,-1.29317,-0.00115,-0.01273,1.5
245.788,-0.00047,-1.29059,-0.00461,-0.01271,1.5
245.888,0.00024,-1.28828,0.00231,-0.01268,2
245.988,0.0131,-1.31714,0.12797,-0.01297,2
246.088,0.02444,-1.28702,0.23865,-0.01267,2
246.188,0.03294,-1.27043,0.32166,-0.01251,2
246.288,0.04132,-1.26511,0.40351,-0.01245,2
246.388,0.04982,-1.26315,0.48652,-0.01243,2
246.488,0.05797,-1.25673,0.56607,-0.01237,2
246.588,0.06647,-1.24616,0.64908,-0.01227,2
246.688,0.07497,-1.23856,0.73208,-0.01219,2
246.788,0.08311,-1.25455,0.81163,-0.01235,2
246.888,0.09161,-1.23971,0.89464,-0.0122,2
246.988,0.09988,-1.24065,0.97534,-0.01221,2
247.088,0.1079,-1.19902,1.05374,-0.0118,2
247.188,0.1164,-1.21117,1.13675,-0.01192,2
247.288,0.12467,-1.19495,1.21745,-0.01176,2
247.388,0.13305,-1.18856,1.2993,-0.0117,2
247.488,0.14143,-1.15799,1.38116,-0.0114,2
247.588,0.14958,-1.16243,1.46071,-0.01144,2
247.688,0.15819,-1.14319,1.54487,-0.01125,2
247.788,0.16646,-1.17193,1.62557,-0.01154,2
247.888,0.17472,-1.11514,1.70627,-0.01098,2
247.988,0.18334,-1.12454,1.79043,-0.01107,2
248.088,0.1916,-1.08037,1.87113,-0.01064,2
248.188,0.19999,-1.07936,1.95299,-0.01063,2
248.288,0.20825,-1.02491,2.03369,-0.01009,2
248.388,0.2164,-1.03607,2.11324,-0.0102,2
248.488,0.22478,-1.00029,2.1951,-0.00985,2
248.588,0.23304,-0.9801,2.2758,-0.00965,2
248.688,0.24131,-0.96505,2.3565,-0.0095,2
248.788,0.24981,-0.95007,2.43951,-0.00935,2
248.888,0.25807,-0.90175,2.52021,-0.00888,2
248.988,0.26633,-0.91506,2.60091,-0.00901,2
249.088,0.27472,-0.82644,2.68277,-0.00814,2
249.188,0.28286,-0.80684,2.76232,-0.00794,2
249.288,0.29148,-0.77992,2.84648,-0.00768,2
249.388,0.29986,-0.76027,2.92833,-0.00748,2
249.488,0.30824,-0.68661,3.01019,-0.00676,2
249.588,0.31686,-0.65622,3.09435,-0.00646,2
249.688,0.32489,-0.61227,3.17274,-0.00603,2
249.788,0.33303,-0.53969,3.25229,-0.00531,2
249.888,0.34165,-0.50458,3.33645,-0.00497,2
249.988,0.34968,-0.44047,3.41485,-0.00434,2
250.088,0.35806,-0.41092,3.4967,-0.00405,2
250.188,0.36633,-0.31663,3.57741,-0.00312,2
250.288,0.37471,-0.25817,3.65926,-0.00254,2
250.388,0.38333,-0.20447,3.74342,-0.00201,2
250.488,0.39135,-0.14646,3.82182,-0.00144,2
250.588,0.39962,-0.0954,3.90252,-0.00094,2
250.688,0.40835,-0.00436,3.98783,-0.00004,2
250.788,0.41626,0.06083,4.06508,0.0006,2
250.888,0.42476,0.13306,4.14809,0.00131,2
250.988,0.43326,0.24847,4.23109,0.00245,2
251.088,0.44141,0.26455,4.31064,0.0026,2
251.188,0.45003,0.37223,4.3948,0.00366,2
251.288,0.45817,0.44406,4.47435,0.00437,2
251.388,0.46632,0.51206,4.5539,0.00504,2
251.488,0.47506,0.61768,4.63921,0.00608,2
251.588,0.48297,0.71298,4.71646,0.00702,2
251.688,0.49147,0.77972,4.79947,0.00768,2
251.788,0.50008,0.92253,4.88363,0.00908,2
251.888,0.50811,1.00777,4.96202,0.00992,2
251.988,0.51649,1.09251,5.04388,0.01076,2
252.088,0.52476,1.21261,5.12458,0.01194,2
252.188,0.53302,1.30281,5.20528,0.01283,2
252.288,0.54164,1.42335,5.28944,0.01401,2
252.388,0.54978,1.54754,5.36899,0.01523,2
252.488,0.55805,1.65113,5.44969,0.01625,2
252.588,0.56667,1.77157,5.53385,0.01744,2
252.688,0.57505,1.86529,5.61571,0.01836,2
252.788,0.58319,1.98588,5.69526,0.01955,2
252.888,0.59158,2.11115,5.77711,0.02078,2
252.988,0.59984,2.22104,5.85782,0.02186,2
253.088,0.6081,2.3272,5.93852,0.02291,2
253.188,0.61649,2.48469,6.02037,0.02446,2
253.288,0.62475,2.59398,6.10107,0.02554,2
253.388,0.63337,2.71619,6.18524,0.02674,2
253.488,0.64151,2.80849,6.26478,0.02765,2
253.588,0.64966,2.9234,6.34433,0.02878,2
253.688,0.65816,3.01336,6.42734,0.02966,2
253.788,0.66642,3.15495,6.50804,0.03106,2
253.888,0.67504,3.29289,6.5922,0.03242,2
253.988,0.68319,3.39795,6.67175,0.03345,2
254.088,0.69169,3.51472,6.75476,0.0346,2
254.188,0.70019,3.61759,6.83777,0.03561,2
254.288,0.7081,3.74249,6.91501,0.03684,2
254.388,0.71624,3.84056,6.99456,0.03781,2
254.488,0.72474,3.98291,7.07757,0.03921,2
254.588,0.73301,4.07526,7.15827,0.04012,2
254.688,0.74151,4.2004,7.24128,0.04135,2
254.788,0.74989,4.31237,7.32313,0.04245,2
254.888,0.75803,4.41154,7.40268,0.04343,2
254.988,0.76665,4.54697,7.48684,0.04476,2
255.088,0.77468,4.6741,7.56524,0.04601,2
255.188,0.78306,4.76655,7.64709,0.04692,2
255.288,0.79168,4.84902,7.73126,0.04774,2
255.388,0.79983,4.94895,7.8108,0.04872,2
255.488,0.80833,5.06756,7.89381,0.04989,2
255.588,0.81659,5.20446,7.97451,0.05123,2
255.688,0.82485,5.29083,8.05522,0.05208,2
255.788,0.83335,5.40706,8.13822,0.05323,2
255.888,0.84126,5.50718,8.21547,0.05421,2
255.988,0.84965,5.60214,8.29732,0.05515,2
256.088,0.85838,5.72619,8.38264,0.05637,2
256.188,0.86629,5.82064,8.45988,0.0573,2
256.288,0.87479,5.91308,8.54289,0.05821,2
256.388,0.88329,6.03559,8.6259,0.05942,2
256.488,0.89144,6.10014,8.70544,0.06005,2
256.588,0.89994,6.22122,8.78845,0.06124,2
256.688,0.9082,6.33559,8.86915,0.06237,2
256.788,0.91635,6.41348,8.9487,0.06314,2
256.888,0.9252,6.50125,9.03517,0.064,2
256.988,0.93323,6.60405,9.11357,0.06501,2
257.088,0.94149,6.66816,9.19427,0.06564,2
257.188,0.94999,6.78346,9.27728,0.06678,2
257.288,0.9579,6.89421,9.35452,0.06787,2
257.388,0.9664,6.95283,9.43753,0.06845,2
257.488,0.97478,7.05337,9.51938,0.06944,2
257.588,0.98281,7.13318,9.59778,0.07022,2
257.688,0.99167,7.22896,9.68425,0.07116,2
257.788,0.99993,7.30928,9.76495,0.07196,2
257.888,1.00819,7.39122,9.84565,0.07276,2
257.988,1.01681,7.47572,9.92981,0.07359,2
258.088,1.02484,7.54676,10.00821,0.07429,2
258.188,1.03322,7.65232,10.09006,0.07533,2
258.288,1.0416,7.74015,10.17192,0.0762,2
258.388,1.04987,7.79069,10.25262,0.07669,2
258.488,1.05825,7.9122,10.33447,0.07789,2
258.588,1.06663,7.96083,10.41633,0.07837,2
258.688,1.07478,8.01966,10.49588,0.07895,2
258.788,1.08316,8.11527,10.57773,0.07989,2
258.888,1.09119,8.19339,10.65613,0.08066,2
258.988,1.09969,8.28878,10.73914,0.0816,2
259.088,1.10819,8.35537,10.82214,0.08225,2
259.188,1.11645,8.41874,10.90285,0.08288,2
259.288,1.12495,8.50367,10.98585,0.08371,2
259.388,1.13322,8.58818,11.06656,0.08455,2
259.488,1.14148,8.61856,11.14726,0.08484,2
259.588,1.14998,8.72452,11.23027,0.08589,2
259.688,1.15813,8.80581,11.30982,0.08669,2
259.788,1.16662,8.85708,11.39282,0.08719,2
259.888,1.17501,8.91998,11.47468,0.08781,2
259.988,1.18303,9.02208,11.55307,0.08882,2
260.088,1.19153,9.08268,11.63608,0.08941,2
260.188,1.1998,9.13617,11.71678,0.08994,2
260.288,1.20794,9.23134,11.79633,0.09088,2
260.388,1.21656,9.25859,11.88049,0.09115,2
260.488,1.22471,9.3572,11.96004,0.09212,2
260.588,1.23309,9.43247,12.0419,0.09286,2
260.688,1.24159,9.4983,12.12491,0.0935,2
260.788,1.24985,9.54428,12.20561,0.09396,2
260.888,1.25835,9.60449,12.28862,0.09455,2
260.988,1.26662,9.68971,12.36932,0.09539,2
261.088,1.27476,9.73564,12.44887,0.09584,2
261.188,1.28326,9.79782,12.53187,0.09645,2
